review_features,hotel_score
The location was very good for the value. It is close to all main sights so you do not need to use any kind of transport. The breakfast was very basic but alright: toasts eggs nutella jams etc. The twin room was clean and good size. We asked for the double room but still two twin beds were given. The beds were quite uncomfortable and also the triangle roof is very close to your head so be careful while getting up from the bed. Regarding the shower you need to push the button every 7-10 seconds for the constant water flow.,7.9
Really good hostel nice staff a cosy place to stay. Breakfast included and the hostel ist really close to the centre. Nothing to complain.,9.2
Hostel was clean. I stayed in a 4-bed room and there was a small shower in the room (the door has a gap so its not really private however its only a shower) which I personally dont like much as it only creates more noises if someone showers early/ late. But thats my personal opinion. .. They have a nice garden area and its close to the city centre.The breakfast is great. I expected toast and butter but they also have some fruits cereals eggs coffee (specialists) and tea.  as above shower in the room.The mattresses have a kind of plastic protection I guess to make it more hygienic/ easier to clean. It wasnt for as I didnt sleep very well on those and its also noisy when moving around.,7.5
Very clean. Nice helpful staff. The beds were not very comfortable and taking a shower while keeping the bathroom light on required speed and dexterity.,7.5
The breakfast selection was small but perfectly adequate.  Staff were friendly.  Bathroom facilities were clean. I would recommend this hostel to anyone. I was in a 4-bed dorm but had the place to myself can imagine if it was full it would be quite cramped and stuffy!,9
Breakfast location Everything unless breakfast and location,6
The hostel is very clean quite and has an excellent location. Staff are very friendly and helpful. Nothing,10
Spacious room and location close to art museum. The room was hot at night didnt sleep enough. One of the staff guys was rude and laughed at me at the reception. Its was too overpriced for what it is. The breakfast is all sugar.,2.5
Although it was further than I thought it would be it was just still a manageable 7-10 minute walk to Brussels Central train station. The size of the room and ensuite bathroom in the double room just surprised us as we thought it would be smaller. The breakfast option could be improved. Only toast cereal and a couple of fruits are your options.,9
4 bed dorm size is goodFree printing of boarding passes Accessing the hostel from the shuttle bus stop can be difficult - 20 mins walk through a very rough area can be dangerous at night. The toilets never had toilet paper in them we had to constantly go down to the receptionist and complain about it.The breakfast is very basic and the dining area tends to get over crowded so Id recommend going early for breakfast. ,6.3
The room and washroom were clean. bed was bit smaller in size.,7.5
The location is amazing. Staff is really nice and helpful. Breakfast is very good! They give you a breakfast bag if you checkout before breakfast hour. ,10
